smiles,DockingScore
ONC(=O)[C@@H](NC(=O)NCc1ccc(cc1OC)OC)CC(C)C,-8.38644027709961
C[C@@H](C(=O)[O-])NC(=O)[C@]1(O)C[C@@H](O)[C@H]([C@@H](C1)O)O,-8.386224746704102
Oc1n(cnc2-c1nc1c2c(Cl)ccc1)Cc1ccco1,-8.386119842529297
O[C@@H]1[C@@H](O)[C@H](O)[C@@]2([C@@H]3[C@@H]1c1cc4OCOc4cc1C(=O)N3CC2)O,-8.384841918945312
OC[C@@H]1[NH2+]C[C@@H]([C@@H]1O)O,-8.384650230407715
Oc1c(ncnc1O)C[NH+]1CCCCC1,-8.384634017944336
COc1ccc(cc1O)CNC(=O)c1c(O)cc(cc1O)O,-8.384432792663574
Oc1ccccc1NC(=O)c1c(O)ccc2c1cccc2,-8.383731842041016
C[NH+]1CCc2c(C1)ccc1c2nc(O)c(n1)O,-8.383440971374512
C=CCc1c(C)nc(nc1O)O,-8.382495880126953
CC(CNc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-])O,-8.38241958618164
C[NH+]1CCC(=CC1)c1ccc(c(c1)O)O,-8.382345199584961
O[C@H](c1ccc(c(c1)O)O)[C@@H]1CCCC[NH2+]1,-8.382272720336914
CCC(=O)Nc1ccc(cc1)O,-8.38211441040039
Oc1cc2CC[NH2+]C(c2cc1O)c1ccco1,-8.381240844726562
Oc1ccc2c(c1)c(=O)oc1c2ccc(c1C)O,-8.380945205688477
O=C(c1ccccc1Cl)/C=C/c1c(O)ccc2c1cccc2,-8.380895614624023
O=C(c1cccc(c1O)O)N[C@H]1CC[NH+]2[C@@H](C1)CCC[C@H]2C,-8.380203247070312
OCC(n1cnc2c1ncnc2N)CO,-8.37913990020752
CCCc1cccc(c1)C1=N[C@H](CO1)C(=O)NO,-8.379056930541992
OCc1ccccc1CC[C@H](CC(=O)[O-])O,-8.378890991210938
C[NH+]1CCc2c(C1)c1nc(O)c(nc1cc2)O,-8.378883361816406
CC(c1nc2c(o1)cccc2)CNS(=O)(=O)N,-8.378414154052734
OC[C@@H](C1OC(=O)[C@H]([C@H]1O)O)O,-8.377387046813965
O[C@@H]1C[NH+](C2=CC(=O)C(=O)C=C12)C,-8.377038955688477
OC[C@H]1O[C@@H](n2ccnn2)[C@@H]([C@H]([C@H]1O)O)O,-8.376810073852539
CCc1ccc(c(c1O)O)O,-8.37453842163086
COc1ccc(c(c1)O)C1=NOC(C1)c1ccccc1,-8.37428092956543
OC[C@H]([C@H]([C@@H]([C@H]([C@H](C(=O)[O-])O)O)O)O)O,-8.373847007751465
CCCc1nc2nc(O)c(nc2cc1Cl)O,-8.373218536376953
COC1CNC(=O)N(C1)CC(Cn1c2ccc(cc2c2c1ccc(c2)F)F)O,-8.373075485229492
OC[C@H]1OCC(=O)[C@H]([C@@H]1O)O,-8.373064994812012
COc1cc(ccc1O)C(=O)[O-],-8.372753143310547
[NH3+]CCc1cc(O)c(cc1I)O,-8.3726224899292
COC(=O)c1ccc(c(c1)O)O,-8.372612953186035
COc1ccc(cc1)Cc1c(O)nc(nc1O)[S-],-8.372611999511719
ONC(=O)c1sc(nc1c1ccccc1)c1ccncc1,-8.372146606445312
C[C@@H]1[C@@H](COC(=O)c2ccccc2)O[C@H]([C@@H]1O)n1cnc(n1)C(=O)N,-8.371538162231445
OC[C@@]1(O)C[C@H](C[C@@H]1O)n1cnc2c1nc(N)nc2O,-8.371159553527832
OC[C@H]1OC(=O)[C@@H]([C@H]([C@@H]1O)O)O,-8.370941162109375
Oc1cccc2c1c(O)ccn2,-8.370545387268066
COc1cc(OC)c(c(c1C(=O)/C=C/c1ccc(cc1Cl)Cl)O)Br,-8.369684219360352
OC[C@H]1O[C@H]([C@H]([C@H]1O)O)C(=O)N,-8.369595527648926
Oc1ccc2c(c1)oc(=O)c1c2ccc(c1)O,-8.369277954101562
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c[n+](c2c1ncn(c2=O)C)C,-8.369179725646973
Cc1ccc(c(c1)C(=O)/C=C/c1ccc(c(c1)O)O)C,-8.369110107421875
On1c(=O)[nH]c2c(c1=O)nccn2,-8.368975639343262
OCC(COc1ccccc1CC)O,-8.368545532226562
COC(=O)[C@]1(O)C[C@@H](O)[C@H]([C@@H](C1)O)O,-8.367838859558105
OC[C@H]([C@H]([C@@H](C(=O)C[NH3+])O)O)O,-8.367820739746094
O=C(Nc1ccc(cc1)O)C=C(C)C,-8.367773056030273
O[C@@H]1[C@H](O)[C@@H]2CS[C@H]([C@H]1O)O2,-8.367743492126465
OCC[NH+](CC(Cn1c2ccccc2c2c1cccc2)O)CCO,-8.367170333862305
COc1ccc(c(c1)O)C(=O)N1CCCCCC1,-8.367093086242676
Oc1nc2c(nc1O)cc1c(c2[N+](=O)[O-])CCC1,-8.366768836975098
[O-]C(=O)C1OC(Sc2[nH]cnc3-c2ncn3)C(C(C1O)O)O,-8.365154266357422
Oc1ccc(nn1)n1cnc2c1cccc2,-8.365025520324707
Oc1c(O)cc(cc1O)c1oc2ccccc2c(=O)c1[O-],-8.364524841308594
CO[C@@H]1OC(CO)C(C(C1O)O)O,-8.364493370056152
CCCCC(CNC1=[NH+][C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)CC,-8.3643217086792
O=C(c1ccc(c(c1)O)O)c1ccc(c(c1)O)O,-8.364310264587402
CCC(C(c1ccc(c(c1)O)O)O)[NH2+]C1CCCC1,-8.364007949829102
Cc1ccc2c(n1)ncc(c2O)C(=O)OCc1ccccc1,-8.363273620605469
OC(/C=C/c1ccccc1)CC[NH+]1CCOCC1,-8.362946510314941
OC(COc1nccs1)C[NH2+]C(C)C,-8.362680435180664
ONC(=O)c1ccc2c(-c3ccccc3CC2)c1,-8.362353324890137
OC[C@]1(F)OC(F)[C@H]([C@H]([C@@H]1O)O)O,-8.36149787902832
Oc1ccc2c(n1)ccnc2n1cnc(c1)C,-8.361457824707031
ONC(=O)N/N=C/c1ccc(cc1O)OC,-8.361112594604492
Oc1cccc2c1ccnc2O,-8.361005783081055
OC1CCCN(C1)C(=O)NCc1cn(nc1c1ccccc1)C,-8.360904693603516
C=CCC/C(=N\NC(=O)c1ccc(cc1)O)/C,-8.36072063446045
On1ccn(c1=O)Cc1ccccc1,-8.36044692993164
Fc1cc(O)c(c(c1)F)C(=O)NCC1(O)CCC1,-8.36008071899414
ONC(=O)c1ccc2c(c1)ccc(c2)Cl,-8.359607696533203
Oc1nc2ccccc2c(c1Cc1ccccc1)O,-8.359552383422852
Clc1ccc2c(c1Cl)c(Br)c(c(n2)O)O,-8.359197616577148
Oc1ccc(cc1)c1ccc2c(n1)cccc2,-8.359051704406738
OC(c1cc2CCC(=O)N3c2c(c1)CC3)c1ccncc1,-8.359046936035156
CCOC(=O)/C=C/c1cc(O)c(c(c1)O)O,-8.358835220336914
Oc1ccc(c(c1)O)CCC(=O)c1cc(O)ccc1O,-8.35764217376709
OC[C@@H]1[NH2+]C[C@@H]([C@H]1O)O,-8.357542991638184
Clc1ccc(c(c1)Cn1nc(oc1=S)c1ccc(cc1)C(F)(F)F)O,-8.35745620727539
O=C(C(C)C)/C=C/c1ccccc1O,-8.356515884399414
O=C1NCc2c(N1)ncc(c2)O,-8.356344223022461
OC(c1ccc2c(c1O)cccc2)c1ccccn1,-8.356205940246582
OCc1cc2cc3cccc(c3nc2c(c1)O)O,-8.355157852172852
CC(=O)Nc1cc(ccc1O)c1csc(n1)N,-8.354072570800781
CNC(=O)[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,-8.35406494140625
CCCCc1ccc(c(c1O)O)O,-8.353961944580078
OC[C@H]([C@H]([C@H](Cn1nnc2c1[nH]c(=O)[nH]c2=O)O)O)O,-8.353891372680664
OC(CC1[NH2+]CC(C1O)O)O,-8.352400779724121
OC1[C@@H]([NH2+][C@@H]([C@@H]1O)C)c1c[nH]c2c1ncnc2O,-8.351866722106934
Fc1ccc2c(c1)nc(c(n2)O)O,-8.351646423339844
Fc1ccc(cc1)c1nnnn1c1ccc(cc1)S(=O)(=O)N,-8.348894119262695
ONC(=O)c1ccc2c(c1)NC(=O)[C@H](S2)C,-8.347833633422852
ONC(=O)N/N=C/C1CC2CC1C=C2,-8.346883773803711
Oc1nc2nc3ccccc3nc2nc1O,-8.34457015991211
Brc1cc(O)c2c(c1)cc(o2)c1cc(O)c(c(c1)O)O,-8.344141006469727
OCC(CNc1cc(C)[nH+]c2c1cccc2)O,-8.34396743774414
CC(=O)Nc1nc(C)c(c(n1)O)Oc1ccc(cc1)Cl,-8.343311309814453
[O-]C(=O)C1Cc2c(C1=O)oc(=O)c1c2c(O)c(O)c(c1)O,-8.342247009277344
ClCC(=O)NC1CCc2c(C1)cc(c(c2)O)O,-8.342031478881836
CC([C@H]1C[NH2+]C[C@H]([C@@H]1O)O)F,-8.34190845489502
COc1ccc(cc1)C(CCc1coc2c(c1=O)c(OCC1CCCCC1)ccc2)O,-8.340773582458496
CCCOC(=O)CCNc1nnc(nc1O)O,-8.340479850769043
OCc1cn2c([nH+]1)cnc1c2cccc1,-8.34038257598877
OC(Cn1nnc(n1)c1cccnc1)COc1ccc(cc1)C,-8.34016227722168
O=C1N(O)CC2C1[NH2+]CC2,-8.338964462280273
Oc1nc2c(o1)cc(cc2)Cc1ccccc1,-8.338815689086914
Oc1ccc2c(n1)ccnc2C,-8.338696479797363
O=C(c1cccs1)Nc1nc(C)c(c(c1C)C)O,-8.337196350097656
Oc1cc2CC[C@@H]3[C@@H](c2cc1O)c1ccccc1C[NH2+]3,-8.336748123168945
Oc1ccccc1/C=C/c1ccccc1O,-8.336413383483887
Oc1ccc2-c3c(C(=O)c2c1)cc(cc3)O,-8.336223602294922
Oc1cc2oc(cc2cc1O)C1=[NH+]CCN1,-8.335697174072266
CC1=NCCc2c1cc(O)c(c2)O,-8.335245132446289
Oc1ccc2c(c1O)ccc(c2)c1ccccc1,-8.334744453430176
O=c1ccc2c(o1)cc(c(c2O)O)O,-8.33454704284668
CC([NH2+]CC1OCCc2c1ccc(c2O)O)C,-8.333614349365234
Oc1ccc2c(c1)C[NH2+][C@H]1[C@H]2c2cc(O)c(cc2CC1)O,-8.332935333251953
O[C@@H]1[C@@H](Cl)[C@H](O)[C@H]([C@@H]([C@H]1O)Cl)O,-8.332905769348145
Oc1nc(C)c2c(n1)ccc(c2O)O,-8.332839965820312
CCCN1CC[NH+]=C1c1oc2c(c1)cc(c(c2)O)O,-8.332703590393066
ONC(=O)C1(Cc2c(C1)cccc2)C(=O)NCc1ccccc1,-8.331138610839844
O/N=C(\c1ccc(cc1O)O)/Cc1ccc(cc1)F,-8.331110000610352
Oc1ccc(cc1)c1cc(=O)n2c(n1)c(O)ccc2,-8.329893112182617
COc1ccc(cc1)Cc1ccc2c(c1O)cccc2,-8.329548835754395
[NH3+]CC(CP(=O)(Cc1ccccc1)[O-])O,-8.329437255859375
Cc1ccc(c(c1)OCC(C[NH+]1CCCC(C1)c1[nH]ncc1)O)C,-8.328972816467285
[NH3+]Cc1cccc(c1)CNC(=O)c1ccc(cc1O)O,-8.328154563903809
Oc1ccc(cc1)C1=NOC2C1C[NH+](C2)C,-8.32729721069336
Oc1cccc(c1)c1ccc2c(c1)ccc(c2O)O,-8.326796531677246
O[C@@H]1[C@@H](O)CCNC1=O,-8.326580047607422
C/C=C/C1[NH2+]CCc2c1cc(O)c(c2)O,-8.325796127319336
C#CCS[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O,-8.32540512084961
O[C@@H]1C[NH2+][C@@H]([C@H]([C@@H]1O)O)C,-8.325305938720703
Oc1cccnc1NC(=[NH2+])N,-8.324747085571289
COc1ccc2c(c1)c(O)c(cc2)Cc1ccccc1,-8.32441520690918
OC[C@H]1S[C@H]([NH3+])[C@H]([C@H]([C@@H]1O)O)O,-8.324317932128906
COc1cc(CNC(=O)c2cc(Cl)ccc2O)ccc1OC,-8.324106216430664
OC[C@]1(C)[NH2+]C[C@@H]([C@H]1O)O,-8.323183059692383
COc1cc(OC)c(cc1[C@H]([C@H](O)C)O)OC,-8.322290420532227
C[C@H]1CCCN(C1)c1ncnc2c1c(c[nH]2)c1cccc(c1)S(=O)(=O)N,-8.32143783569336
OC[C@H]1[NH+](C)[C@H](C)[C@@H]([C@H]([C@@H]1O)O)O,-8.321151733398438
O=C(Nc1cccc(c1)O)CCn1c(C)ncc1[N+](=O)[O-],-8.320487976074219
ONC(=O)C1ON=C(C1)c1ccc(cc1)OC,-8.320387840270996
ONC(=O)CCc1ccc2c(c1)cc(cc2)C,-8.319963455200195
Oc1ccc(cc1C[NH+]1CCCCC1)CCCc1ccccc1,-8.319714546203613
O[C@H]1C[NH2+][C@H]([C@@H]([C@H]1O)O)C,-8.318750381469727
CCCCCC(=O)c1c(O)cc(cc1O)O,-8.31873893737793
OCC(=O)N1CCC(CC1)O,-8.318648338317871
COc1cc2ccc(=O)oc2c(c1OCC(C(O)(C)C)O)O,-8.318562507629395
Oc1ccc2c(c1)[nH]c(=O)c(c2C)C,-8.318429946899414
CCC[NH+](CCC)CCc1ccc(c2c1CCC(=O)N2)O,-8.31711196899414
Oc1ccc(cc1)n1nnc(c1)Cc1ccccc1,-8.316883087158203
OCc1ncc(c(c1O)C=C)CO,-8.316434860229492
O=C(C1(C)CC1)Nc1ccc(cc1)O,-8.316081047058105
Cc1nc(Cc2ccccc2)c(c(c1)C(=O)[O-])O,-8.315995216369629
O[C@H]1Cc2c([C@@H]([C@@H]1O)O)[nH]c(=O)c1c2cc2OCOc2c1[O-],-8.31594181060791
CCC(C(=NC(=[NH2+])O)O)c1ccccc1,-8.315823554992676
Clc1cc2[nH]c(nc2cc1Cl)C(C(F)(F)F)(O)O,-8.315583229064941
CCc1cc2nc(O)c(nc2c(c1Br)[N+](=O)[O-])O,-8.315458297729492
Oc1ccc2-c3c(C(=O)c2c1)cccc3,-8.315425872802734
ONC(=O)c1cccc(c1)O,-8.314004898071289
[O-]C(=O)CC(/C=N/c1ccc(c(c1)O)O)O,-8.31387710571289
Oc1ccc2c(c1O)CC(C2)[NH3+],-8.313470840454102
NS(=O)(=O)c1cccc2c1ccnc2,-8.313299179077148
ONC(=O)Cc1ccc(cc1)Cl,-8.31318187713623
Oc1[nH]c2c(n1)cc(cc2)c1ccncc1,-8.313138961791992
Nc1ccc(cc1)S(=O)(=O)N,-8.312973022460938
CC([C@H]1C[NH2+]C[C@H]([C@@H]1O)O)O,-8.312557220458984
OCCCC[NH2+]Cc1ccc2c3c1ccc1c3c(cc2)ccc1,-8.31159782409668
O=C(NC(=O)c1c(O)cccc1O)NCCc1ccccc1,-8.311230659484863
O=C(c1nc(Cl)c(nc1N)O)[NH+]=C(N)N,-8.311145782470703
C[NH2+]C[C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O,-8.31059455871582
Oc1cc2ccccc2cc1Cc1ccccc1,-8.31023120880127
N=Nc1c2ccccc2n(c1O)CC(=O)Nc1ccccc1,-8.31010627746582
OCCNc1cc(Cl)nc(n1)N,-8.30999755859375
C[C@H](C[C@H](Cc1cc2cc(O)cc(c2c(=O)o1)[O-])O)O,-8.309885025024414
OC(Cn1c(=O)n(c2c1cccc2)C)COC(C)C,-8.309608459472656
[O-]C(=O)C(=O)/C=C(/c1ccco1)\O,-8.309530258178711
Oc1ccc(cc1O)c1cc(=O)c2c(o1)cccc2[O-],-8.309301376342773
CCCCCCCc1cc(O)cc(n1)O,-8.309239387512207
O=C(c1ccc(c(c1)O)O)C[NH2+]C(C)C,-8.309152603149414
CCC/C=C/C(C(C(=O)c1ccc2c(c1)cccc2)(F)F)O,-8.308732032775879
CCc1cc2c(s1)C[NH2+][C@H]1[C@H]2c2cc(O)c(cc2CC1)O,-8.308406829833984
OC[C@H]1O[C@@H](S)[C@@H]([C@H]([C@@H]1O)O)O,-8.308202743530273
CCCCCc1nc2N(C)CCc2c(c1O)C,-8.307844161987305
OCC(NCC[NH2+]C(CO)(C)C)(C)C,-8.307757377624512
ClCC[NH+]1CCc2c3[C@H]1Cc1ccc(c(c1-c3ccc2)O)O,-8.307699203491211
O[C@H]1[C@@H](O[C@@H]([C@]1(O)C=C)CO)n1ccc(=O)[nH]c1=O,-8.307649612426758
OC[C@H]1OC[C@@H]([C@H]([C@@H]1OC(=O)c1cc(O)c(c(c1)O)O)O)O,-8.30743408203125
Oc1cc(OCc2ccc(c(c2)Cl)Cl)cc(c1)O,-8.307096481323242
CCC(c1cc(OC)c2c(c1)OCO2)O,-8.30706787109375
O=C1C=CC2C(O1)C(O)C(O2)c1ccccc1,-8.306848526000977
Oc1ccc(c(c1)/C=N/c1ccc(c(c1)C(=O)OC(C)(C)C)O)O,-8.30625057220459
Oc1ccc(cc1F)c1nc2c(o1)cccc2,-8.305902481079102
Oc1nc2c(nc1O)cc(c(c2[N+](=O)[O-])Cl)C,-8.305438995361328
Oc1cc(O)cc(c1)C(=O)NCc1ccc(c(c1)O)O,-8.30490493774414
COc1cccc(c1)Cc1ccc2c(c1O)cccc2,-8.303823471069336
Oc1c(O)ccc2c1-c1cccc3c1[C@@H](C2)N(CC3)CC(F)(F)F,-8.302990913391113
ONC(=O)c1ncccc1Cl,-8.302511215209961
OC(c1ccccc1)Cn1cccn1,-8.302329063415527
[NH3+][C@H]([C@H](C(=O)OC(C)C)O)CC1CCCCC1,-8.30229377746582
OCc1cn(c2c1cccc2)Cc1ccc(cc1)[N+](=O)[O-],-8.301580429077148
OCC(C(C(C(C1[NH2+]CCS1)O)O)O)O,-8.30138874053955
O/N=C/c1ccc(cc1)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,-8.301210403442383
Oc1ccc(cc1O)C([NH3+])O,-8.301161766052246
CCc1cc(OCc2nc3c(o2)cccc3)c(nc1C)O,-8.300847053527832
ONC(=O)c1ccc(cc1O)O,-8.300448417663574
Oc1ccccc1/C=N\CCn1cccn1,-8.30012035369873
CCOC1=C(O)C(=O)OC1C(CO)O,-8.299748420715332
O[C@@H]1C[NH+]2[C@@H]([C@H]1O)[C@@H](O)CCC2,-8.299602508544922
CC(=O)c1c(C)cc2c(c1O)c(O)ccc2,-8.29939079284668
C[NH+](CC1CCCc2c1ccc(c2O)O)C,-8.299079895019531
CC1C([NH3+])C([C@@H](C1O)O)O,-8.298787117004395
Oc1ccc2c(c1)oc(=O)c1c2c(C)cc(c1)C,-8.29871940612793
OC[C@@H]1[NH2+]C[C@H]([C@H]1O)O,-8.298702239990234
CCCCNC(=O)c1cc(O)c(c(c1NC(=O)c1ccccc1)O)O,-8.29824447631836
OCC(CCn1cnc2c1nc(N)nc2OC)CO,-8.297929763793945
[O-][N+](=O)c1cc2nc(O)c(nc2cc1C[NH+]1CCC=CC1)O,-8.297445297241211
Oc1nc2c(nc1O)cc(c(c2[N+](=O)[O-])C)C,-8.296871185302734
CCCC[NH+](CCC(=O)N(CCC(=O)[O-])O)C,-8.296560287475586
COCc1[nH]nc(c1)CNC(=O)c1c(O)cccc1O,-8.296481132507324
Oc1ccccc1Cc1ccccc1,-8.29597282409668
Cc1cc2cc(O)c(cc2c(c1c1ccccc1)C)O,-8.29569149017334
Brc1cc2nc(O)c(nc2cc1Br)O,-8.295212745666504
Cc1cc2cnccc2nc1O,-8.295089721679688
Cc1cc2c(cc1Br)c(=O)oc1c2ccc(c1C)O,-8.294933319091797
[NH3+]C[C@@H](c1ccc(c(c1F)O)O)O,-8.294679641723633
OC(c1ccc(c(c1)F)F)c1scc(n1)c1ccccc1,-8.294121742248535
O=C(OC(C)(C)C)CCc1ccc(cc1O)O,-8.293455123901367
CC[NH+]1CC[C@@H]2[C@H](C1)c1cc(O)c(cc1CC2)O,-8.292974472045898
Oc1cc(Cl)c(cc1O)Cl,-8.2928466796875
CCC/C=C\1/OC(=O)C2=C1CC[C@@H]([C@@H]2O)O,-8.292673110961914
Cc1ccc2n(c1)cc([nH+]2)c1ccc(c(c1)O)O,-8.292616844177246
OC[C@@H]([C@@H](c1cc(OC)c(c(c1)OC)O)O)O,-8.291500091552734
O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1cc(N)c(c2)O,-8.291093826293945
C[NH+]1CCC[C@@H]2[C@@H]1CCc1c2ccc(c1)O,-8.290437698364258
OC[C@H]1O[C@@H]([C@H]([C@@H]1O)O)C[NH2+][C@H]1[C@@H](O)Cc2c1cccc2,-8.290355682373047
ONC(=O)CCCCn1nnc(c1)c1ccccc1,-8.290165901184082
[O-]c1ccc(cc1N)S(=O)(=O)N,-8.28997802734375
O=c1ccc2c(o1)ccc(c2O)O,-8.289619445800781
O[C@H]1[C@@H](O)CC([C@H]1O)n1cnc2c1ncnc2O,-8.289366722106934
ONC(=O)/C=C/C=C/c1ccccc1,-8.288318634033203
[O-]C(=O)c1nc2cc(Cl)c(cc2nc1O)Cl,-8.287788391113281
OC(C[NH+]1CCCCC1)Cn1ccc2c(c1=O)C(=O)OC2(C)C,-8.287471771240234
NC(=O)c1cc(ccc1O)c1csc(n1)C1CC1,-8.28735637664795
Oc1ccc(cc1)c1nc2c([nH]1)cccc2C(=O)N,-8.28645133972168
Oc1ccc(cc1O)c1nn[n-]n1,-8.286449432373047
ONC(=O)CNS(=O)(=O)c1ccc(cc1)F,-8.286261558532715
CCCC[NH2+]CC(Cn1c(C)ncc1[N+](=O)[O-])O,-8.285385131835938
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnnn1,-8.285177230834961
CC/N=c/1\scc(n1/N=C/c1cc(Br)c(c(c1)OC)O)C,-8.284520149230957
OC[C@H]1[NH2+][C@@H]([C@@H]([C@@H]1O)O)C,-8.284306526184082
ClC[C@H]1OC(=O)[C@@H]([C@@H]1O)O,-8.284177780151367
CCCC/C=C/CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O,-8.283304214477539
OCc1nc(C)cc(c1O)C(=O)[O-],-8.283297538757324
CCC(=O)c1cc(O)c(c(c1)O)O,-8.282203674316406
CCC[NH2+]C1CCc2c(C1)cc(cc2)O,-8.28185749053955
CCCC(CNC(=O)c1ccc(c(c1)NC(=O)C)F)(CCC)O,-8.27987003326416
Oc1ccc(cc1)CC(=O)c1cc(O)c(c(c1O)C)C,-8.279752731323242
O[C@@H]1[C@@H](O)C(=O)c2c([C@@H]1O)cccc2[O-],-8.279367446899414
[NH3+]CCCC(=O)Nc1ccc(cc1)O,-8.278736114501953
Oc1ccc2c(c1)oc(=O)cc2c1cccc(c1)Cl,-8.27841567993164
CCCCNc1nc(N)c2c(n1)n(Cc1ccc(cc1)F)c(n2)O,-8.277297973632812
CCC([N+](=O)[O-])(CO)CO,-8.276991844177246
O=C(c1ccc(c(c1)O)O)C[n+]1ccccc1,-8.276721954345703
OC(c1ccccc1)c1ccc(cc1)C(F)(F)F,-8.276182174682617
C[C@H](CCc1ccc(cc1O)O)O,-8.276151657104492
O[C@@H]1[C@H](O)C[C@H]([C@@H]1O)n1cnc2c1c(F)cnc2N,-8.275984764099121
Oc1cc(O)c2c(c1)oc(=O)cc2C,-8.275819778442383
CCCCCCCCCCC(CCO)(CCO)O,-8.27574348449707
Oc1ccc2c(c1)[nH]c(=O)[nH]2,-8.275398254394531
CCCCNc1nc(N)c2c(n1)n(Cc1ccccc1)c(n2)O,-8.274659156799316
Nc1cccc2c1cccc2O,-8.274469375610352
OC[C@]([C@H]1OC(=O)C(=C1[O-])O)(Br)O,-8.274157524108887
OC/C=C/c1ccc(c(c1)O)O,-8.273059844970703
O=C(c1ccccc1)CCc1ccccc1O,-8.27253532409668
CCCc1cc(O)c2c(c1)oc(=O)cc2C,-8.272087097167969
OC[C@@H]1NC(=O)N[C@@H](C1)C(=O)OC,-8.271727561950684
Oc1ccc(cc1O)c1ccccn1,-8.271663665771484
Clc1cc2nc(O)c(nc2cc1C)O,-8.270763397216797
O[C@@H]1Cn2ccnc2[C@@H]([C@H]1O)O,-8.270666122436523
CC(Cc1ccc2c(n1)c(O)ccc2)O,-8.270179748535156
Oc1ccc(cc1O)CC[NH2+]C1CC1,-8.269760131835938
Clc1ccc(c(c1)n1nnc(c1)Cc1ccccc1)O,-8.269718170166016
Oc1ccc(cc1O)c1nccs1,-8.26970100402832
Oc1nc2c(nc1O)cc(c(c2F)F)F,-8.269515991210938
COC(=O)CCc1cc(O)ccc1O,-8.268970489501953
OC[C@H]1OC([C@@H]([C@@H]1O)O)n1nc(c2c1nc[nH]c2=O)NC,-8.268332481384277
OC[C@H]1O[C@@H](CNC(=O)c2ccco2)[C@@H]([C@H]([C@@H]1O)O)O,-8.267894744873047
O[C@H]1[C@H](O)C[NH+]2[C@@H]([C@H]1O)[C@@H](O)CC2,-8.267783164978027
COCC(C[NH+](C(C(=O)Nc1ccc(c(c1)C)C)C)C)O,-8.267553329467773
O[C@H]1CO[C@@H](C[C@@H]1O)C(=O)[O-],-8.267200469970703
Clc1cc(Cl)c(c(c1O)CNC(=O)C(F)(F)F)Cl,-8.267160415649414
CC[C@H]1[NH2+][C@@H](CO)[C@H]([C@@H]([C@H]1O)O)O,-8.266401290893555
Oc1ccc(c(c1)c1nc2ccccc2c(=O)[nH]1)O,-8.266324996948242
OC[C@@H]1OC(=O)C[C@H]1OC(=O)C,-8.266240119934082
OCC([C@H](C(=O)N/C=C/C(=O)OC)O)(C)C,-8.265884399414062
Cc1ccc2c(c1)[C@H]1[C@H]([NH2+]C2)COc2c1cc(O)c(c2)O,-8.265602111816406
OC[C@H]1CCCN1C(=O)NCc1cccc(c1)c1cnn(c1)C,-8.26513671875
Oc1ccc2c(c1)C/C(=C\c1ccccc1F)/C2=O,-8.26484203338623
OCC(C(C(=O)CO)O)O,-8.264724731445312
ONC(=O)CCNc1cccc(c1)[N+](=O)[O-],-8.26463508605957
Oc1nc2-c(n1)[nH]c1c(c2)cccc1,-8.264238357543945
COc1cc(ccc1OC)Cc1nnc(nc1O)SC,-8.264009475708008
ONC(=O)c1cc2c(s1)ccc(c2)Cl,-8.26371955871582
Oc1ccc(c(c1)O)C(=O)/C=C/c1cc(F)cc(c1)F,-8.263699531555176
C[C@H]1OCc2c(C1=O)ccc(c2O)O,-8.263616561889648
Oc1cc(/C=C/c2ccc(c(c2)C[C@H](C(O)(C)C)O)O)cc(c1)O,-8.263164520263672
COc1cc(O)c(c(c1)OC)C(=O)/C=C/c1c(C)cccc1C,-8.263130187988281
OCC(C(CO)O)C[NH2+]Cc1c[nH]c2c1nc[nH]c2=O,-8.262519836425781
CC(CCOc1cccc(c1C(=O)/C=C/c1ccc(cc1)O)O)C,-8.262325286865234
OCCCNC(=O)NC1CCCCC1,-8.261414527893066
OCC(Cn1cnc2c1c(=O)n(c(=O)[nH]2)C)O,-8.261175155639648
Oc1ccc2c(c1)CCC(C2)Cc1ccncc1,-8.26059341430664
[O-]C(=O)[C@@H](c1ccc(c(c1)O)O)O,-8.260139465332031
CC(C(CCNc1cccc(n1)C)O)C,-8.260082244873047
Fc1ccc(cc1)Cn1c(O)nc2c1nc(NCc1ccncc1)nc2N,-8.259918212890625
Oc1ccc2c(n1)ccnc2c1cccs1,-8.258798599243164
COc1cccc(c1)CNC(=O)c1cc(C)ccc1O,-8.258359909057617
Fc1ccccc1c1ccc2c(c1)ccc(c2O)O,-8.258288383483887
C=CC[C@H]1[NH2+]C[C@H]([C@@H]([C@H]1O)O)O,-8.258073806762695
CS[C@H]1C[C@@H]([C@@H]([C@@H]1[NH3+])O)O,-8.258014678955078
CCOC(=O)c1cc(O)c(c(c1)O)O,-8.257786750793457
CCSC(C(C(C(C(CO)O)O)O)O)SCC,-8.256787300109863
Oc1cc2C=NCCc2cc1O,-8.256677627563477
