smiles,DockingScore
OC[C@H]1O[C@H](Oc2cccc(c2)OC(=O)C)[C@H]([C@H]([C@@H]1O)O)O,-7.370710849761963
CC(c1ccc(c(c1O)O)C(C)(C)C)(C)C,-7.370707511901855
[NH3+]Cc1c(O)c(C)cc(c1Cl)Cl,-7.370613098144531
Fc1cc(cc(c1)F)S(=O)(=O)N,-7.370543479919434
OC(CN1CCOCS1(=O)=O)Cn1c2ccccc2c2c1cccc2,-7.370396614074707
[NH3+]CC1Cc2c1ccc(c2O)O,-7.370309829711914
Clc1ccc(cc1)C(=O)N/N=C/c1ccc(c(c1O)O)O,-7.369891166687012
Nc1nc(O)c2c(n1)ncn2Cc1ccccc1,-7.369823932647705
COc1cc(O)c(c(c1OC)O)C/C=C/c1ccccc1,-7.369570732116699
Oc1cc2OC(CSc2c(c1)O)c1ccc(c(c1)O)O,-7.369480609893799
Oc1ccc(cc1)c1cc2cccc(c2c(=O)o1)[O-],-7.369338989257812
COC(=O)[C@H]1ON=C(C1)c1ccc(cc1)O,-7.369088172912598
OCCC(CNC(=O)Cc1oc2c(c1)c1ccccc1cc2)C,-7.369087696075439
OCCC[NH2+]Cc1cccc2c1cccc2,-7.369032859802246
OC[C@H]1[NH+](CC[C@H]([C@@H]1O)O)Cc1cccc(c1)C,-7.368784427642822
Nc1nc(Cn2ccc(=O)c(c2)S(=O)(=O)N)nc(n1)N(C)C,-7.368696212768555
Oc1ccc(cc1)c1cc(F)cc(c1)F,-7.36860466003418
OCCc1c(CC)nnn1Cc1ccccc1,-7.368419647216797
Oc1ccc(cc1)C1=COc2c(C1)ccc(c2O)O,-7.368227958679199
COc1cc2c(O)ccnc2cc1O,-7.36717414855957
OC(Cn1cnc2c1cccc2)COc1ccccc1,-7.367035865783691
O[C@@H]1CC[C@H]([C@@H]1O)n1c(F)nc2c1ncnc2N,-7.367013454437256
S=C1[N-]C(=O)/C(=C/c2ccc(c(c2)O)O)/S1,-7.366931915283203
Oc1ccc2c(c1)CCN(C2)C(=O)C(Cl)(Cl)Cl,-7.366515159606934
COCC(C(=O)Nc1ccc(cc1F)O)C,-7.366185188293457
OC(Cn1c(C)[n+](c2c1cccc2)C)COC1CCCCC1,-7.366054534912109
CCc1nc2c(n1CC(COCC1CCC=CC1)O)cccc2,-7.365949630737305
O=C(c1c(O)cc(c(c1C)Cl)C)/C=C/c1ccccc1[N+](=O)[O-],-7.365716934204102
[NH3+]Cc1c(O)c(Cl)cc(c1O)Cl,-7.365365028381348
CS[C@H]1[C@H](O)C[C@@H]([C@@H]1[NH3+])O,-7.365336418151855
COc1cc(/C=N/NC(=[NH2+])N)ccc1O,-7.365162849426269
OC(c1ccccc1)CNc1ccccn1,-7.365097045898437
Oc1nc2nnc(n2nc1C)[S-],-7.365031719207764
Clc1ccnc2c1cccc2O,-7.364883422851562
Oc1ccc(cc1O)[C@@H]1C[C@H]1[NH3+],-7.36484956741333
O/N=C(\c1cc2c([nH]1)cccc2)/Cc1cccnc1,-7.364796161651611
OC[C@@H]1N=C(S[C@@H]1C)c1ccccc1O,-7.364356517791748
[O-]C(=O)c1cc2c(cc1O)ncn2c1ccccc1,-7.364204406738281
Brc1ccc(cc1)c1nc(O)c(c(n1)C(=O)[O-])O,-7.3639702796936035
Cc1csc2c1c(=O)n(c(=O)n2C)O,-7.363886833190918
Oc1ccc(cc1)c1cc2ncccc2c(=O)[nH]1,-7.363698482513428
O=C(c1cccnc1O)N(C1CC1)Cc1ccco1,-7.363368034362793
Oc1ccc(cc1)/C=N/c1ccccc1,-7.363365173339844
[O-][N+](=O)c1ccc2c(c1)nnn2O,-7.363276481628418
OC1=C(O)/C(=N\Cc2ccncc2)/C/1=N/C(C)(C)C,-7.363095283508301
OC[C@@H]1CSC(=N1)c1ccccc1O,-7.363080024719238
OC[C@H]1C[C@H](C[C@H]1O)n1cc(C)c(=O)[nH]c1=O,-7.362889289855957
OC1CCC[NH+](C1)Cc1c(O)c(O)c(c2c1oc(cc2=O)c1ccccc1)[O-],-7.362793445587158
N#Cc1ccc(cc1)OCC(COc1cccc(c1F)F)O,-7.362508773803711
Oc1nc2c(s1)cc1c(n2)ccnc1c1ccccc1,-7.362321853637695
OCC1Nc2ccccc2CC1O,-7.36182689666748
Oc1ccc2c(c1)c(O)cc(n2)c1ccccc1,-7.361283302307129
Brc1ccc(cc1)CNC(=S)c1cc(Br)ccc1O,-7.361204147338867
OC[C@H]1[NH+](Cc2ccc(cc2)n2cccn2)C[C@@H]([C@@H]1O)O,-7.3610453605651855
Oc1ccc2c(c1)CCC1(C2)CCC[NH2+]1,-7.3610029220581055
CC([NH2+]CC(COc1cc(Cl)cc(c1C(=C)n1ccnc1)Cl)O)C,-7.360922813415527
[O-]C(=O)c1c(O)c(nc2c1cccc2C)Cc1c[nH]c2c1cccc2,-7.360793590545654
OCCC(C(C)C)(CC(=O)[O-])O,-7.360708713531494
[NH3+]C[C@H](c1ccc(c(c1)O)O)O,-7.360415458679199
COc1cc(OC)ccc1C1NN=C(C1)c1c(O)ccc2c1cccc2,-7.360334396362305
Oc1cc2CC[C@@H]3[C@@H](c2cc1O)c1cscc1C[NH2+]3,-7.360124588012695
OC[C@H]1O[C@@H](C[NH2+]Cc2ccccc2O)[C@@H]([C@H]([C@@H]1O)O)O,-7.360042572021484
Fc1ccc2c(c1)c(C(=O)[O-])c(c(n2)Cc1c[nH]c2c1cccc2)O,-7.359993457794189
C=Cc1c(C)c(O)cc2c1-c1ccc(c(c1CC2)C)O,-7.359804153442383
O[C@@H]1CC[C@]2([C@@H]1C2)C(=O)[O-],-7.359735488891602
[O-]C(=O)c1cc(C#Cc2ccccc2)ccc1O,-7.35968017578125
CCCc1ccc(c(c1)O)Oc1cccc(c1)Cl,-7.359472751617432
Oc1ccc(c(c1O)O)/C=N/n1c(C)nc2c(c1=O)cccc2,-7.359402656555176
Clc1cc(ccc1Cl)c1c[nH]nc1c1ccc(c(c1O)O)O,-7.359264373779297
OCCn1cnc2c(c1=O)C(=C)C(O2)(C)C,-7.359258651733398
OC/C=C/c1ccc(cc1)O,-7.359112739562988
Oc1ccc(cc1)CNc1ccccc1O,-7.359028339385986
CC[C@@H]([C@@H](C(=O)N[C@H]1[C@@H](O)[C@]2(C([C@@H]1CC2)(C)C)C)O)C,-7.358833789825439
Clc1cccc(c1)c1cnc2c(c1O)c(O)cc(c2)O,-7.358768939971924
CCCc1cc2OCCc2c(c1O)C(C)(C)C,-7.358722686767578
O[C@@H]([C@H]([C@@H]([C@@H](Cn1cncc1)O)O)O)Cn1cncc1,-7.358616352081299
Fc1cc(NC(=O)c2nn[n-]n2)c(c(c1)C(=O)C)O,-7.358531475067139
Oc1ccc(cc1)c1cc2c(o1)c(Br)ccc2,-7.358366012573242
O=c1oc2c(cc1C)cc(c1c2cccc1O)O,-7.358361721038818
CC(C(=O)Nc1cccc(c1O)C(=O)[O-])C,-7.358244895935059
O=C1[C@@H]2[C@@H]3CC[C@H]([C@@H]2C(=O)N1c1ccc(cc1)O)O3,-7.358141422271728
OCC[NH+]1CCOC2(C1)CCCN(C2)c1ncc(cn1)F,-7.358134746551514
COc1cc2-c3c(CCc2cc1O)cc(c(c3OC)OC)O,-7.3579421043396
ClC1C(=O)N(C1c1ccccc1O)NC(=O)c1ccccc1O,-7.357685089111328
Oc1ccc(cc1)C(=O)Nn1c(C)ccc1C,-7.357662200927734
Oc1ccc(c(c1)C[C@@H]1[C@@](C)(O)CC[C@H]2[C@@]1(C)CC[C@H]1[C@@]32CCC[C@]1(C)C(=O)OC3)O,-7.357576370239258
CC(CCCCc1ccc2c(c1)OCO2)O,-7.357429504394531
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cncn1,-7.357411384582519
OC[C@H]1[NH2+][C@H]([C@H]([C@H]1O)O)CNC(=O)C1CCCC1,-7.357269287109375
Oc1ccc2c(c1)[o+]c(c(c2)O)c1ccc(c(c1)O)O,-7.35694408416748
O[C@@H]1[C@H]2COc3n([C@@H]([C@@H]1O)O2)ccc(=O)n3,-7.356902122497559
OC(C[NH+](C(C)C)C)COc1ccccc1,-7.35681676864624
Nc1ncnc2c1cnn2[C@@H]1CC[C@H]([C@H]1O)O,-7.356784820556641
Oc1cc2CC[NH2+][C@H]3c2c(-c2c(C3)ccc(c2O)O)c1,-7.356719017028809
Cc1nc(Oc2ccccc2O)cc(n1)n1nc(cc1C)C,-7.356647491455078
OC[C@@H]([C@@H]([C@H]([C@H]([C@@H]1SC(=NN1c1ccccc1)c1ccccc1)O)O)O)O,-7.356626510620117
[NH3+]CC(c1ccc(c(c1)O)O)O,-7.35659122467041
[O-]C(=O)c1cc(OCc2ccccc2)ccc1O,-7.356556415557861
Fc1cccc(c1)Cc1cnc(nc1O)O,-7.356398105621338
Oc1c(C)cc(cc1C)/C=C/c1cccs1,-7.356353759765625
On1c(=O)[nH]c2c(c1=O)n(nc2)c1ccccc1,-7.355992794036865
CCC([NH2+][C@@H]([C@@H](c1cccc(c1)Cl)O)C)(C)C,-7.355912208557129
[O-]C(=O)c1oc(=O)c2c(c1)oc(=O)c1c2cc(O)c(c1)O,-7.355903625488281
COc1cc(Br)cc(c1O)/C=N/C1CC1,-7.355327606201172
Oc1ccc(cc1O)c1ccccc1,-7.355276107788086
OCCC[NH2+]C1=C(Cl)C(=O)c2c(C1=O)cccc2,-7.355186462402344
COc1cc(O)c(cc1O)C(=O)Cc1ccccc1,-7.355144023895264
C=C1C[C@@H](OC1=O)[C@H](c1ccccc1)O,-7.355067253112793
O[C@@H]1CCC[C@@H]([C@@H]1O)[NH3+],-7.355012893676758
Cc1cc(C)c(c2c1CC(C2[NH3+])(C)Cc1ccccc1)O,-7.3547515869140625
OC(c1cc2c(s1)cccc2)c1ccc(cc1)N(C)C,-7.354420185089111
Oc1ccc2c(c1)ncnc2Nc1cccc(c1)Br,-7.354330062866211
ONC(=O)c1ccc(s1)c1cccnc1,-7.354207038879394
C=CCO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,-7.354188442230225
Oc1ncc(c(n1)O)C(=O)Nc1ccccc1F,-7.354135990142822
CCSC[C@@](c1cc2c([nH]1)cccc2)(O)C,-7.353829383850098
ONC(=O)c1ccc(c(c1)NCc1ccccc1)F,-7.35375452041626
Oc1cc(O)c2c(c1)oc(=O)c(c2C)N1CC[NH2+]CC1,-7.353636741638184
ONC(=O)CCCCCCC(=O)[O-],-7.353481292724609
COC(=O)C(=N)/C=C(/c1ccc(c(c1)F)F)\O,-7.353478908538818
ONC(=O)CNc1ccccc1Br,-7.353290557861328
CCC(C(CNC(=O)c1ccc(c(c1)C(=O)C)C)(O)C)C,-7.353282928466797
CC(=O)Nc1c(O)nc(nc1O)C,-7.353250503540039
Oc1nnc2c(n1)[nH]nc2c1ccccc1,-7.353184700012207
Fc1ccc(c(c1)C(=O)c1c[nH]nc1)O,-7.353115558624268
OCC(COC(=O)/C=C/c1ccccc1)O,-7.352878570556641
Cc1nc2ncnn2c(c1C/C=C/c1ccccc1)O,-7.352521896362305
O=C(C(c1ccccc1)O)N/N=C/c1ccco1,-7.35249137878418
Oc1ccc(cc1C(=O)NCCCO)Cl,-7.352261543273926
Nc1ccc(cc1Cl)S(=O)(=O)N,-7.352226257324219
Oc1ccc2c(c1)C/C(=C\c1ccccn1)/C2=O,-7.352010726928711
OCc1cccc(c1)C(=[NH2+])N,-7.3516011238098145
O/C(=C\c1nc2ccccc2nc1O)/C1CC1,-7.351521492004394
Oc1nc2c([nH]1)cc1c(n2)c(C)ccc1,-7.351315498352051
ONC(=O)c1cn2c(c1)CN(CC2)C(=O)c1cccs1,-7.351246833801269
Brc1csc(c1)c1cc2ccc(c(c2oc1=O)O)O,-7.351245880126953
OCC1C2C=CC1C(=O)C2,-7.351183891296387
CCOc1ncccc1NC(=O)NCC(c1ccccc1OC)O,-7.351088047027588
COc1cc2[C@H]([NH2+]CCc2cc1OC)C[C@@H](c1ccc(cc1)Cl)O,-7.350919723510742
CCC[NH2+][C@@H]1C[C@H]2[C@H]([C@@H]([C@@H]1O)O)NC(=O)c1c2cc2OCOc2c1[O-],-7.350890159606934
ClCCOC(=O)Nc1cc(Cl)ccc1O,-7.350830078125
Brc1cc(O)c2c(c1O)[nH]cc2,-7.350773811340332
OC[C@H]1CC[NH+]2[C@H]1[C@@H](O)[C@@H]([C@H](C2)O)O,-7.350772857666016
Oc1nnc2n1CCCCC2,-7.350659370422363
Oc1nsnc1CC[NH3+],-7.350577354431152
Oc1ccc(c(c1)C)N/C=C/1\CCCC1=O,-7.350440502166748
O=C1OC[C@]23C1=CCC[C@@H]2[C@@]1([C@@]([C@@H](C3)O)(O)C(=O)O[C@H](C1)c1cocc1)C,-7.349834442138672
OCC1COc2c(N1)cccc2Cl,-7.3497419357299805
OCC(O[N+](=O)[O-])CO,-7.349642276763916
COc1cc2c(cc1O)CCN=C2c1ccccc1,-7.349617004394531
CCN(c1ccc2c(c1)oc(=O)cc2CO)CC,-7.349328994750977
Oc1nc2c(nc1O)cc(c(c2[N+](=O)[O-])F)F,-7.348738670349121
Oc1nc2c(nc1O)cc(c(c2[N+](=O)[O-])C)F,-7.34873104095459
CC1CCc2c(C1)c1c(O)cc(cc1oc2=O)C(C(CCc1ccc(cc1)F)C)C,-7.348302841186523
COc1ccc(cc1)/C=C/C(=O)c1cccc(c1O)O,-7.348138809204102
O[C@@H]1C[NH2+][C@@H]([C@@H]([C@H]1O)O)CCSC1CCCC1,-7.347507476806641
Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O,-7.347423076629639
S=C(c1ccccc1)N(Cc1ccccc1)O,-7.347292900085449
OCC1OC(OCC2=CCOC2=O)C(C(C1O)O)O,-7.347152233123779
Oc1ccc2c(c1)OC(C2)C1=[NH+]CCN1,-7.346878528594971
Oc1ccc(cc1)/C=C\1/C(=O)Oc2c1ccc(c2)O,-7.346735000610352
OC[C@@H]1OC[C@H](O1)n1cnc2c1c(O)ncn2,-7.34672737121582
O/C(=C\c1ccccc1)/[N+](=O)[O-],-7.346723556518555
C[NH2+]CC(c1ccc(c(c1)O)F)O,-7.346282005310059
CCn1c(=S)sc2c1nc(C)nc2O,-7.346267700195312
Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl,-7.346222877502441
Oc1ccc2c(c1)[nH]c1c2c2cc(O)ccc2oc1=O,-7.346183776855469
Nc1cc[nH+]c2c1ncn2[C@@H]1C=C([C@H]([C@H]1O)O)CO,-7.34610652923584
Oc1cc2O[C@@H](c3cccc(c3O)O)[C@@H](C(=O)c2c(c1)[O-])O,-7.345868110656738
COCc1cc(O)c(c(c1)Br)O,-7.345621585845947
Oc1cc(NC2CC2)nc(n1)N,-7.345549583435059
OC[C@H]1[NH+](Cc2ccccc2)C[C@@H]([C@H]([C@@H]1O)O)O,-7.345428943634033
Oc1ccc2c(c1)sc(n2)[S-],-7.345317840576172
Brc1ccc(cc1)Cc1cc(=O)n(c(=O)[nH]1)O,-7.344868659973144
Oc1ccc2c(n1)c(O)cc(c2)c1cccnc1,-7.344320297241211
N#C/C(=C\Nc1ccccc1O)/c1nc2c(o1)cccc2,-7.344269275665283
O=C1COc2c(N1)cc(c(c2)O)C(=O)[O-],-7.344254493713379
Oc1ccc(cc1)NC1=CC(=O)C(=O)c2c1cccc2,-7.344253063201904
Oc1ccccc1c1nnc(o1)Cc1ccc2c(c1)cccc2,-7.344155788421631
Clc1ccc(cc1)/C=C/C(=O)c1cc(F)cc(c1O)C(=O)[O-],-7.343696594238281
OCc1c(CO)cnc(c1OC)C,-7.343662738800049
O=c1cc2-c(cc1N)nc1c(o2)cccc1O,-7.343589782714844
O=C1Nc2c(C1(O)c1ccccc1)cccc2,-7.342816352844238
ONC(=O)c1cc2c(s1)c(Cl)ccc2,-7.342403411865234
COc1c(O)c(O)cc2c1oc1c2c(=O)oc2c1cccc2,-7.342294692993164
O=C1C=CC(O1)(C)/C=C/c1ccc(cc1)O,-7.342127799987793
Oc1ccc(cc1)Nc1nc(C)cc(n1)C,-7.342082023620605
OC[C@H]1O[C@@H](Oc2ccc(cc2O)c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,-7.342049598693848
OCCN1CC[NH+](CC1)CC(COc1ccc(cc1C)C)O,-7.341409206390381
C[NH+]1CCc2c(C1)c(cc1c2nc(O)c(n1)O)C(=O)[O-],-7.341306686401367
OC(C[NH+]1CCCCC1Cn1cccn1)COCc1ccco1,-7.34126091003418
CC[NH+](CC(Cn1c2ccccc2c(=O)c2c1cccc2)O)CC,-7.341213226318359
Clc1cc(Cl)c(c(c1)c1[nH]ncc1)O,-7.341090202331543
COc1cc(/C=C/c2cccs2)cc(c1O)OC,-7.340802192687988
O=C(C1=C(O)C(=O)N(C1)C)NCc1cccc(c1)c1ccccc1F,-7.340472221374512
ONC(=O)C(c1ccc2c(c1[O-])C(=O)c1c(C2)cccc1[O-])C,-7.340455055236816
[O-]C(=O)CCc1c(O)ccc2c1cccc2,-7.340417861938477
CN(C(=O)COc1ccccc1)Cc1cc2ccccc2nc1O,-7.340232849121094
C=CC[NH2+]CC(COc1cccc2c1oc1ccccc1c2=O)O,-7.340177059173584
OC(c1[nH+]cc(n1C)Cl)c1ccccc1,-7.339888572692871
Oc1ccc2c(c1)c(O)ccc2,-7.339868545532227
ONC(=O)C1[NH2+]CCc2c1[nH]c1c2cc(cc1)OC,-7.339848518371582
Oc1c(ccc(c1O)O)/C=N/N1CCOCC1,-7.339629173278809
Oc1nnc(o1)C1=C(C)c2c(C1)cccc2,-7.339558601379394
OCC(CSc1[nH]c2c(n1)c(Br)c(c(c2Br)Br)Br)O,-7.339364528656006
O/N=C/c1ncc(c(c1O)C)CO,-7.339225769042969
CCn1nccc1C[NH+]1CCCC(C1)C(O)C,-7.338950157165527
CNc1cc(=O)n2c3c1nnn3C[C@H]1O[C@@H]2[C@H](O)[C@@H]1O,-7.338921546936035
CCOC(=O)/C(=C/C(=O)c1cn(c2c1c(O)ccc2)Cc1cccc(c1)C)/O,-7.338872909545898
Oc1ccc2c(c1)sc(n2)c1ccc(c(c1)O)O,-7.3388166427612305
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-7.338768482208252
[O-]C(=O)C(c1cccc(c1)C)O,-7.338516235351562
Oc1cccc(c1)/C=C/C(=O)c1c(O)cc(c(c1C)Cl)C,-7.338350296020508
OC(CN1C(=O)NC(C1=O)(C)C)C[NH+]1CCOCC1,-7.338210105895996
CCc1c(O)ccc2c1c(=O)oc1c2ccc(c1C)O,-7.338131904602051
Clc1ccc(c(c1)O)Oc1ccccc1N,-7.3379716873168945
Nc1nc(=O)n(s1)CC(CO)O,-7.337939262390137
Clc1ccc2c(c1)N(O)C(=O)[C@H](C2)[NH3+],-7.337894439697266
Cc1ccc(cc1)Nc1nnc(c(n1)O)C,-7.337552070617676
Oc1cccc(c1)Nn1cccc1,-7.337457180023193
OC[C@H]1O[C@@H]([C@H]([C@@H]1O)O)C[NH2+]Cc1ccc(cc1)Cl,-7.337353229522705
CC(c1ccccc1)[NH+]1CCC(CC1)(O)c1ccccc1,-7.336987018585205
COc1cc(ccc1O)C(C[NH2+]C(C)C)O,-7.336526870727539
Oc1cc(O)cc(c1)c1cc(O)c(cc1C)O,-7.336444854736328
C=CCc1c(C)nc(nc1O)SCC(=C)C,-7.3363938331604
C#Cc1cc(O)nnc1c1ccccc1,-7.3361897468566895
Nc1nc2cccc(c2c(n1)O)Cl,-7.335715293884277
[O-]C(=O)C(Cc1ccccn1)O,-7.335379123687744
Oc1ccc(cc1NC(=O)c1ccno1)c1ccccc1,-7.335332870483398
CCSc1ccc(s1)C(=O)N1CCC2(CC1)[C@H](O)C[C@@H]2O,-7.335118293762207
[O-]C(=O)Cc1ccc2c(c1)ccc(c2)O,-7.335073471069336
[O-][N+](=O)c1cc2nc(O)c(nc2cc1n1ccnc1C)O,-7.334961891174316
OC(c1[nH]cc([nH+]1)c1ccccc1F)c1ccc(cc1)C(C)(C)C,-7.3349609375
CCCCSC(=[NH2+])N/N=C/c1ccccc1O,-7.334942817687988
OC[C@H]1[NH+](CCCCCCOC2CCCC[C@H]2C)C[C@@H]([C@H]([C@@H]1O)O)O,-7.33476972579956
COc1cc2oc3cc(O)cc(c3c(=O)c2cc1OC)[O-],-7.334732532501221
ONC(=O)C1COC(=N1)c1ccc(nc1)C(F)(F)F,-7.334685325622559
Brc1ccc2c(c1)c(=O)c1c(o2)cc(cc1[O-])O,-7.334598541259766
CCC(C(=O)Nc1cc(Cl)ccc1O)c1ccccc1,-7.334573745727539
Brc1ccc(c(c1)C(=O)[O-])O,-7.334542274475098
CC(CSc1ccc(cc1)O)[NH3+],-7.334431648254394
CCCNc1ccc2n(n1)c(c[nH+]2)c1cccc(c1)O,-7.334376335144043
COc1c2-c3ccc(cc3CCc2cc(c1OC)O)O,-7.334038734436035
Oc1c[nH+]c([nH]1)Nc1nc2c(o1)cccc2,-7.333967208862305
OC[C@H](CNc1ncnc2c1cccc2)O,-7.333372116088867
BrC[C@@H]([C@H]([C@@H]([C@H](CBr)O)O)O)O,-7.333366870880127
On1c(=O)[nH]c2c(c1=O)sc(c2)c1ccccc1,-7.33336067199707
Oc1ccc(c(c1)O)C(=O)Cc1ccccc1F,-7.333255290985107
COc1ccc(cc1CNc1ccc(cc1)O)Br,-7.333244323730469
[NH3+][C@@H]1C[C@](C1)(O)P(=O)(C)[O-],-7.333096027374268
[NH3+]C1CCc2c1c(O)ccc2,-7.332966804504394
OCC(CNC(=O)c1nc2c([nH]1)cccc2c1ccccc1)O,-7.332741260528564
ONC(=O)c1ccc(cc1)I,-7.332637310028076
COc1cc(cc2c1nc(O)cc2)c1ccccn1,-7.33259105682373
CO[C@H]1O[C@H](CO)C[NH2+]C[C@H]1O,-7.332520008087158
Oc1c(O)ccc2c1Cc1cccc3c1[C@H]2C[NH2+]C3,-7.332501411437988
Oc1ccc(cc1/C=N/CCO)Cl,-7.332498550415039
CCCN1CC[NH+]=C1c1cc2c(o1)cc(cc2)O,-7.332176685333252
Oc1c(O)cccc1c1ccc2c(c1)ccc(c2O)O,-7.331865787506103
ONC(=O)C1ON=C(C1)c1ccccc1,-7.331723213195801
[O-][N+](=O)c1ncc(n1C)C(CO)(O)C,-7.33165168762207
OC[C@H]1OC([C@@H]([C@@H]1O)O)n1ccc(=O)c(c1C)OC,-7.331608295440674
Oc1ccc(c(c1)C(=O)[O-])NC(=O)c1ccccc1C,-7.331391334533691
CCc1c(N)nc(nc1O)O,-7.331161499023437
[S-]c1nc(O)c2c(n1)n[nH]c2C(=O)N,-7.331137657165527
Oc1cc2CC[C@H]3[C@H](c2cc1O)c1ccsc1C[NH2+]3,-7.331046104431152
O[C@H]1C[C@H](C)[C@](C(C1)(C)C)(O)/C=C/[C@H](O)C,-7.330886363983154
O=C1[C@@H]([NH3+])Cc2c(N1O)cccc2C,-7.330667495727539
Oc1ccc(cc1)NC(=O)c1ccccc1Cl,-7.330639362335205
Oc1ncc(c(n1)O)Cc1cccc(c1)C(F)(F)F,-7.33045768737793
OC[C@H]1O[C@@H](C(=O)Nc2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O,-7.330001354217529
CC[C@@]1(C)CCC2[C@H](C1C)CCc1c2ccc(c1)O,-7.329994201660156
OCC(C(CF)O)OCn1cnc2c1nc(N)nc2O,-7.329971313476562
NC[C@@H]1[NH2+][C@@H]([C@H]([C@@H]1O)O)CO,-7.329703330993652
ONC(=O)CCCCCCC(=O)c1cccs1,-7.329647541046143
COc1c(O)c(OC)cc2c1oc(=O)cc2,-7.329620361328125
Oc1ccc(cc1)/C=C(/c1ccccc1)\C,-7.329394340515137
Cc1cc(OCC(C[NH+]2CCN(CC2)c2ccccn2)O)c(c(c1)C)C,-7.328825950622559
N#Cc1cc(ccc1N)[C@H](C[NH2+]C(C)C)O,-7.328632831573486
O=C(NC(c1ccccc1)CC1CCC1)NCC1(O)COCC1,-7.328598976135254
OCCc1cccc(c1N)C(c1ccc(cc1)Cl)O,-7.328509330749512
CCCC/C=C\C=C\[C@H](CCO)O,-7.328312873840332
CC([NH2+]C1CCc2c([C@H]1O)cc(c(c2)O)O)C,-7.328274726867676
Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC=C2)C,-7.328107833862305
Cc1cccc(n1)Nc1scc(n1)c1ccc(c(c1)O)O,-7.328091144561768
ONC(=O)c1ccc(cc1)OC(F)F,-7.3280510902404785
O=C(c1cccs1)N/N=C/c1cccc(c1O)O,-7.3280029296875
COc1cc(O)cc2c1-c1c(O)cc(cc1C2=O)O,-7.327920913696289
COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2)Cl,-7.327775955200195
O=C(N(O)C)CCc1ccc2c(c1)cccc2,-7.327771186828613
ONC(=O)c1cc2c([nH]1)cc(cc2)Cl,-7.327638149261475
O=C(Nc1ncccc1O)CSC(C)C,-7.32750129699707
Brc1csc(c1)c1cc2cccc(c2oc1=O)O,-7.327438831329346
[O-]C(=O)[C@H]1O[C@@H](Oc2noc3c2ccc(c3)Cl)[C@@H]([C@H]([C@@H]1O)O)O,-7.32742977142334
OCC(Cn1cnc2c1c(N)ncn2)O,-7.327418327331543
O[C@@H]1CC[C@]2([C@H]([C@@H]1O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C,-7.32722282409668
Oc1ccc2c(c1)ccc1c2CC[C@]2([C@H]1CCC2=O)C,-7.327157974243164
Oc1cc(Nc2ccc(c(c2)F)Cl)nc(n1)N,-7.326864242553711
ONC(=O)CNOCc1ccccc1,-7.326801300048828
[O-]C(=O)/C(=C/C(=O)c1cc(cs1)C)/O,-7.32654857635498
Nc1nc(O)c2c(n1)cc(c1c2cccc1)C,-7.326460361480713
N#CC(=Cc1ccc(c(c1)O)O)C#N,-7.326211929321289
CCC[NH+](Cc1ccccc1)CCc1ccc(c(c1)O)O,-7.326156139373779
COc1ccc(c(c1)O)C(=O)/C=C/c1ccc(cc1)O,-7.325793266296387
O/N=C/c1cc(ccc1O)c1ccc(cc1)O,-7.3252458572387695
CC1CC1C(=O)Nc1ccc(cc1O)C,-7.3251633644104
Fc1cccc(c1)/C=C/C(=O)c1ccccc1O,-7.325034141540527
Clc1ccccc1Cc1nc(O)c2c(n1)cccc2,-7.325016975402832
OCC([C@@H](C(=O)N/C=C/C(=O)[O-])O)(C)C,-7.324986934661865
ON(C(=O)N)Cc1ccc(o1)c1ccccc1,-7.324960708618164
Oc1ccc2c(c1)c(=O)cc(o2)C(C)C,-7.324496269226074
ONC(=O)[C@H]1[C@@H]([C@H]1c1ccccc1)c1[nH+]c2n(c1)cccc2,-7.324353218078613
O=C(NC1CC1)COC(=O)c1ccc(cc1O)O,-7.3238701820373535
[O-]C(=O)c1sc2c(c1)cc(c(c2)O)O,-7.323857307434082
OC[C@H]1CCC[C@H](O1)c1ccc2c(c1)cccc2,-7.323844909667969
OC(c1ccc(c(c1)F)Cl)c1[nH]cc([nH+]1)c1ccccc1C(F)(F)F,-7.323581695556641
[O-]C(=O)c1cccc(c1O)F,-7.323534965515137
OC[C@H]1O[C@@H](C([C@H]1O)C)n1cc(I)c(=O)[nH]c1=O,-7.323519706726074
Cc1ccc(cc1)OS(=O)(=O)N,-7.323423385620117
Cc1cn([C@@H]2C=C([C@H]([C@H]2O)O)CO)c(=O)[nH]c1=O,-7.32333517074585
OCC1(CC1)CNC(=O)c1cccc(c1C)I,-7.323248863220215
Oc1oc2c(n1)cc1c(c2)C(C)(C)C(=O)N1,-7.322981834411621
NC(=O)c1nc(nc(c1O)O)c1cccs1,-7.322980880737305
ONC(=O)c1ccccc1C,-7.322768211364746
